,pelvis_tilt,pelvis_list,pelvis_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r
40,-0.2101105568286655,-0.13979023302905674,-2.7050163690604014,0.00295658584664885,-0.014892325072313514,-0.261022939004652,0.0004981815619387511
41,-0.2100264980301005,-0.1397801727478767,-2.7049618319093534,0.00298512908886595,-0.01488973760558249,-0.2611089204349758,0.0005234260901920546
42,-0.20995018243490196,-0.13972073198151372,-2.7049915713986383,0.003002894061722282,-0.014895666884361256,-0.2611480960985501,0.0005399190391157702
43,-0.20996683456226767,-0.13970898992726474,-2.7049509354121697,0.0030384075545323514,-0.01489970091485763,-0.26111729587891375,0.0005766859537309493
44,-0.20996812225719533,-0.1397185270176686,-2.704872196934545,0.003033348190691756,-0.014897890708126933,-0.2610592615471415,0.0005737266952953209
45,-0.20994243724193923,-0.139683721193842,-2.705064663154759,0.0030451701303054425,-0.014920319565763994,-0.2612265558478946,0.0005800640367882941
46,-0.209882884210423,-0.13963846728674983,-2.7050372654521047,0.0030569605504745818,-0.014929268433587594,-0.26140529679041175,0.0005854953093013422
47,-0.2098806726909263,-0.1396343540912033,-2.7051009530779457,0.003058346215591065,-0.014933683887333583,-0.26152273704539925,0.0005826597594945575
48,-0.20990555637118063,-0.13962804525045897,-2.7051061814359083,0.0030878071220172654,-0.014946308029701427,-0.26159854258818455,0.0006097027809214693
49,-0.20987781608037195,-0.13964563737266686,-2.7050630257891446,0.003063239288355808,-0.014920487605168686,-0.26161222093909553,0.0005837781320918223
50,-0.2098779740900787,-0.13965391664969762,-2.7049857392038503,0.003061600142319417,-0.01491071628573907,-0.26156078781549047,0.0005837247830903092
51,-0.20986030255790034,-0.1396687157683575,-2.70502826662828,0.0030724777226178884,-0.014912065169189756,-0.2616463692519363,0.0005914591401443685
52,-0.20978784637343653,-0.1396132064485723,-2.7049304059946087,0.003094449592878637,-0.01490927823012848,-0.26174043618438714,0.000609824107552727
53,-0.20978784637343653,-0.1396132064485723,-2.7049304059946087,0.003094449592878637,-0.01490927823012848,-0.26174043618438714,0.000609824107552727
54,-0.2097464279885177,-0.1395834428388431,-2.7047910702974014,0.003138187951305632,-0.014931001371070977,-0.26213622703083417,0.000639549384223274
55,-0.20965688147297667,-0.13951872958883296,-2.704863575476319,0.003111420944653387,-0.014931723078074471,-0.26213360127262925,0.0006129237747731407
56,-0.20959011611042705,-0.13951162262935454,-2.704853803488477,0.0031492348522986747,-0.01492201899745563,-0.26197000261940395,0.0006564642509492343
57,-0.20959011611042705,-0.13951162262935454,-2.704853803488477,0.0031492348522986747,-0.01492201899745563,-0.26197000261940395,0.0006564642509492343
58,-0.20959700005927337,-0.13949772965782553,-2.7049925338546266,0.003166845652435767,-0.014948324833137554,-0.26213156170612906,0.0006689470510797393
59,-0.20968864458583325,-0.13957550552005296,-2.704908077357307,0.0031397759053564864,-0.014966825899247492,-0.2620874300226762,0.0006441673752680761
60,-0.20971389097674306,-0.13961787142381216,-2.7047965734483728,0.003111939970730402,-0.014975971151637946,-0.2619566521162222,0.000621529521947584
61,-0.20985244415755988,-0.13971159110895234,-2.7049724785862987,0.003101881263507671,-0.014982703383688206,-0.2617315002950327,0.000620084426817056
62,-0.20981170828409765,-0.13970803993056738,-2.704902358777751,0.0030646648680130346,-0.014972908024817905,-0.2616717062363809,0.0005847913964116674
63,-0.20981170828409765,-0.13970803993056738,-2.704902358777751,0.0030646648680130346,-0.014972908024817905,-0.2616717062363809,0.0005847913964116674
64,-0.20960220947255712,-0.1394962193614096,-2.704874384435011,0.003141532848814149,-0.014913615981727163,-0.2622931474676079,0.0006364499232786491
65,-0.20960220947255712,-0.1394962193614096,-2.704874384435011,0.003141532848814149,-0.014913615981727163,-0.2622931474676079,0.0006364499232786491
66,-0.20959868718536576,-0.13949502442619832,-2.70477964747355,0.0031312828400645483,-0.01490926364506782,-0.2621606669880127,0.0006309829145887625
67,-0.20959868718536576,-0.13949502442619832,-2.70477964747355,0.0031312828400645483,-0.01490926364506782,-0.2621606669880127,0.0006309829145887625
68,-0.20988642876006136,-0.13971771891589868,-2.7049682624656004,0.00307674209545425,-0.01494236381434203,-0.26197911029166443,0.0005843481490701955
69,-0.20988642876006136,-0.13971771891589868,-2.7049682624656004,0.00307674209545425,-0.01494236381434203,-0.26197911029166443,0.0005843481490701955
70,-0.20987028015590156,-0.13966436525133274,-2.7049868879988246,0.0030799431399129882,-0.014970491624723392,-0.2622945212479044,0.000576763093682536
71,-0.20988316153038813,-0.13966322767427516,-2.705054172885488,0.003116008676108307,-0.014980502913661084,-0.2624029725902749,0.0006091075802052403
72,-0.2098438771050198,-0.13966107472042638,-2.7049857248670173,0.0030780838157087854,-0.014973253086673202,-0.262356640445803,0.0005726867719364029
73,-0.20962399772570722,-0.13946137195472705,-2.704886336167604,0.0031846061125275407,-0.014926422748541154,-0.26271284980910486,0.0006642512971995881
74,-0.20962186166773858,-0.13944847254130577,-2.705011873047808,0.0031848160270684747,-0.014939721431748388,-0.26282636689112054,0.0006607004770719778
75,-0.20966347616682843,-0.1394561414148724,-2.7048880732146934,0.003206387335052597,-0.01493072747226274,-0.2627209026808653,0.0006858663764884515
76,-0.209897034278361,-0.1396949561528431,-2.7049921959933028,0.003098603560357471,-0.014932292335000987,-0.262318949967478,0.0005931459749473051
77,-0.20976012487376094,-0.13959666610135718,-2.7049707132082146,0.003090946186007818,-0.014929652529205781,-0.2623248611472279,0.0005851838660898078
78,-0.2097532318705498,-0.1396064373260952,-2.7048711658160607,0.0031105858531197965,-0.014887763611728515,-0.2622349557510935,0.0006067186436999407
79,-0.2097532318705498,-0.1396064373260952,-2.7048711658160607,0.0031105858531197965,-0.014887763611728515,-0.2622349557510935,0.0006067186436999407
80,-0.20972240664303649,-0.13958192424185006,-2.7047739002929667,0.0031217881437517955,-0.014848327688430472,-0.26191301612115214,0.0006285268325307587
81,-0.2095939222553674,-0.13946626497705206,-2.7049365618497245,0.0031517887777819157,-0.014787982092493898,-0.26164559460254533,0.0006663926670467968
82,-0.20985158248026634,-0.13968718425167442,-2.7049161014110807,0.0030730478934045654,-0.014800490473578396,-0.2614949802115425,0.0005936979099203644
83,-0.2098448605688795,-0.1396815229794754,-2.7049015309475712,0.00308148759619824,-0.014829402622683837,-0.2620898755055027,0.0005810493422548031
84,-0.20975059611339342,-0.13958265662970024,-2.7049549982784638,0.00311409465914593,-0.014825584851144732,-0.2621359742051799,0.0006117926228946326
85,-0.2097540818931443,-0.139607517792776,-2.704881349582194,0.0031213261374537257,-0.014802589314411837,-0.2620951648316055,0.0006197493667354972
86,-0.2097287961655148,-0.13964941470932335,-2.7048156401984835,0.0030825255928017352,-0.014770374478172884,-0.2620227397409603,0.0005825652928693402
87,-0.2097287961655148,-0.13964941470932335,-2.7048156401984835,0.0030825255928017352,-0.014770374478172884,-0.2620227397409603,0.0005825652928693402
88,-0.20971040921184803,-0.13965916739298523,-2.704998585029741,0.003089433546905923,-0.014813547420558262,-0.2621655726352542,0.0005856444081405398
89,-0.20968324772512778,-0.1398653204989607,-2.704956977561005,0.003142827377580034,-0.014937857727106284,-0.2623509514901471,0.0006363725953293792
90,-0.20968324772512778,-0.1398653204989607,-2.704956977561005,0.003142827377580034,-0.014937857727106284,-0.2623509514901471,0.0006363725953293792
91,-0.20978018300552526,-0.13969899682137835,-2.7048683614145896,0.0030890519354657676,-0.014901635971934068,-0.26247202885077325,0.0005768857083641448
92,-0.20979958893090442,-0.13972697729504852,-2.704792322551263,0.0031098083660831004,-0.01486803338031251,-0.26236170905375106,0.0006005710923541802
93,-0.20979958893090442,-0.13972697729504852,-2.704792322551263,0.0031098083660831004,-0.01486803338031251,-0.26236170905375106,0.0006005710923541802
94,-0.20977880456380413,-0.13973129761890127,-2.7047487263021632,0.003105564358903816,-0.014863221925720671,-0.2622591469323102,0.0005999728562364831
95,-0.20977880456380413,-0.13973129761890127,-2.7047487263021632,0.003105564358903816,-0.014863221925720671,-0.2622591469323102,0.0005999728562364831
96,-0.2097919200958614,-0.13970447071882158,-2.704933784460382,0.0031393520941287592,-0.014820934475414873,-0.26212075928335277,0.0006374266626432818
97,-0.20978207022177223,-0.13970437853267428,-2.7049120809669334,0.0031354709106985556,-0.014804583915079486,-0.2618595770873707,0.0006426757958433685
98,-0.20974822027745008,-0.13972271518469614,-2.7047743774931523,0.003088435312637573,-0.01477756570622092,-0.2616978711149409,0.0006007542172185676
99,-0.2097751402511397,-0.13972528877213516,-2.704808921008122,0.0030906923323401787,-0.014769416468097004,-0.2614706754314136,0.0006111492173899823
100,-0.20974959888328978,-0.13971463977610613,-2.7049303562239784,0.003077205530590495,-0.01478189572872175,-0.26157396002842104,0.0005942639946564182
101,-0.20983844781935304,-0.13969519376548117,-2.7048718425253844,0.0031104793625655537,-0.014808741908837764,-0.2621037060386615,0.0006087867036743612
102,-0.20978518424595222,-0.1397263436274291,-2.7048783800167135,0.00313194338981184,-0.014841860316351745,-0.2624829982351902,0.0006173057878690786
103,-0.2097856941211417,-0.13971846899936144,-2.7049682578288814,0.003141261264200808,-0.014852280771570841,-0.2625697183267808,0.0006237579749989856
104,-0.2097856941211417,-0.13971846899936144,-2.7049682578288814,0.003141261264200808,-0.014852280771570841,-0.2625697183267808,0.0006237579749989856
105,-0.20978867950446803,-0.1397026278483831,-2.7048855776187644,0.0031316600571453966,-0.014860662567099009,-0.26250179732561985,0.0006169733325385568
106,-0.20978867950446803,-0.1397026278483831,-2.7048855776187644,0.0031316600571453966,-0.014860662567099009,-0.26250179732561985,0.0006169733325385568
107,-0.20981859740108466,-0.13970661479325183,-2.70487059897032,0.0031750757903692343,-0.01487211494789397,-0.2629896949118993,0.0006426410466536186
108,-0.20981666436816304,-0.13970375871460583,-2.704908445629563,0.003185234272454003,-0.014922197069171557,-0.2634064729297473,0.0006390644991808213
109,-0.20982369170103538,-0.13969701533792298,-2.7049672170302457,0.0031787002639468037,-0.014984321018639512,-0.2637867398183394,0.0006205910904909982
110,-0.20982369170103538,-0.13969701533792298,-2.7049672170302457,0.0031787002639468037,-0.014984321018639512,-0.2637867398183394,0.0006205910904909982
111,-0.2098448333242322,-0.1397065620938284,-2.70484764163435,0.003191481049727755,-0.014969382938605546,-0.26367863146350035,0.0006368548639587894
112,-0.20979690478450463,-0.13969316968603232,-2.704890311940698,0.0032251466873738925,-0.014972599216254833,-0.2635290432694569,0.0006761779211143567
113,-0.20980696388035353,-0.13971882130043753,-2.705019693111634,0.003250306813019826,-0.014949883762612753,-0.2636861530670263,0.0006946646918571909
114,-0.20979828935098035,-0.13970426314569376,-2.70489227090985,0.0033322961463853997,-0.01495774504979658,-0.26385294405487847,0.0007706637822638804
115,-0.20987547671532594,-0.1397096075325854,-2.7048753185166268,0.003412986437601559,-0.014971045431710609,-0.2638411465194874,0.0008522061321932486
116,-0.2099016519172268,-0.13980347029178056,-2.704800436966155,0.004054328098490075,-0.015102772345864657,-0.2634707434573739,0.0015115439567920362
117,-0.20988722028346005,-0.1398173166342104,-2.7048168399049444,0.005426617572183769,-0.015303831467071934,-0.2630209591256156,0.0029066903018052695
118,-0.20997275619944047,-0.13991107106969083,-2.704940842432091,0.012352220248235898,-0.016881188690317232,-0.2667517675743957,0.009742244928081569
119,-0.2099452325468246,-0.13999809624982731,-2.70497682750843,0.018820757205595038,-0.019007144039293003,-0.2805551194156359,0.01574625291721431
120,-0.20986970416982215,-0.1399429719331577,-2.7048668192215626,0.020749870208244484,-0.018918054278629633,-0.28839179738062587,0.017344001975432413
121,-0.2097833954541607,-0.1399460974202541,-2.7048860722681467,0.021027956240919347,-0.01880171739713369,-0.2906372992857963,0.017522089144640263
122,-0.2097346709830807,-0.1399357321954008,-2.7048550722101434,0.022381991383327506,-0.01913205430962369,-0.2880536182006165,0.019000067498814405
123,-0.21141989308395454,-0.14023362372032203,-2.70651117371957,0.02195826376055534,-0.019119675593234582,-0.28755543434615205,0.018596986677094866
124,-0.21872121645761225,-0.14053009762691795,-2.7147209456899004,0.020281748906229774,-0.018737966100606414,-0.2850809242271328,0.017003065786729027
125,-0.21872121645761225,-0.14053009762691795,-2.7147209456899004,0.020281748906229774,-0.018737966100606414,-0.2850809242271328,0.017003065786729027
126,-0.21872121645761225,-0.14053009762691795,-2.7147209456899004,0.020281748906229774,-0.018737966100606414,-0.2850809242271328,0.017003065786729027
127,-0.21872121645761225,-0.14053009762691795,-2.7147209456899004,0.020281748906229774,-0.018737966100606414,-0.2850809242271328,0.017003065786729027
128,-0.21872121645761225,-0.14053009762691795,-2.7147209456899004,0.020281748906229774,-0.018737966100606414,-0.2850809242271328,0.017003065786729027
129,-0.21860548242073796,-0.14049864068856174,-2.71474776678518,0.021944653284149115,-0.018655305342465962,-0.2825217848901544,0.01876332540949337
130,-0.23798780563687913,-0.14143275617540252,-2.7389729230908695,0.01748152497902577,-0.017698412481822464,-0.27513004163353594,0.014556899758516633
131,-0.23798780563687913,-0.14143275617540252,-2.7389729230908695,0.01748152497902577,-0.017698412481822464,-0.27513004163353594,0.014556899758516633
132,-0.23798780563687913,-0.14143275617540252,-2.7389729230908695,0.01748152497902577,-0.017698412481822464,-0.27513004163353594,0.014556899758516633
133,-0.23798780563687913,-0.14143275617540252,-2.7389729230908695,0.01748152497902577,-0.017698412481822464,-0.27513004163353594,0.014556899758516633
134,-0.23798780563687913,-0.14143275617540252,-2.7389729230908695,0.01748152497902577,-0.017698412481822464,-0.27513004163353594,0.014556899758516633
135,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
136,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
137,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
138,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
139,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
140,-0.23917237670283747,-0.14056309784947857,-2.751719923292469,0.01740346728702827,-0.017161962421977758,-0.2709622567463505,0.014620358819934405
141,-0.23915781081281565,-0.14056856587500008,-2.751699377866212,0.01996812194113359,-0.017021868958541332,-0.26885167275414057,0.017259594847411547
142,-0.2498921662424945,-0.14435232354348268,-2.743267343657023,0.020683182531203353,-0.018098680384657277,-0.26008405586711747,0.01835267956723926
143,-0.19740594791327362,-0.1644882596540659,-2.6997117049359014,0.028487136169816737,-0.03727348809795883,-0.2797362532742998,0.02591979710866315
144,-0.20559218820747321,-0.15592847240369814,-2.7007754214993094,0.019521931055484536,-0.04109083628825782,-0.2954388245060333,0.016186577290860236
145,-0.20132800038235113,-0.1565356096438915,-2.705200032155898,0.020564481685583884,-0.040861696289830864,-0.2982357796091971,0.01703498451629652
146,-0.2327618505926844,-0.1779107232221011,-2.731779446842081,0.008055615333434598,-0.04834228110123135,-0.30681468856324157,0.004627012252892815
147,-0.2403612316092661,-0.17932283244614636,-2.741244596080579,0.0039486175423497005,-0.04839978504074628,-0.3205359385311498,0.00012621231227247196
148,-0.24309453175651408,-0.17802919922454646,-2.7422390904932183,0.016424179149777663,-0.03969160597723309,-0.2937673460948178,0.013653881338763968
149,-0.24575775852962037,-0.18126394798102285,-2.741737183666097,0.01635776624816496,-0.03853960882597064,-0.29299434186658174,0.013559430250832427
150,-0.248375994347857,-0.18383792643764785,-2.7438923915946276,0.015761556257220782,-0.03695897002901103,-0.29319027952834303,0.012849158623460364
151,-0.24849683013579726,-0.18387304315850445,-2.7439424283499814,0.015206168823031264,-0.034830294174600894,-0.2959894205506624,0.01199074666275812
152,-0.24919528155257958,-0.18398142465210354,-2.745327741499303,0.013126287669657798,-0.030640496463697584,-0.3005731615322659,0.009368643339537233
153,-0.24974959645214873,-0.18294506576228467,-2.7470491909503028,0.013057638829576322,-0.030232848980511588,-0.3000350322762684,0.009299049701951017
154,-0.24953013612336677,-0.18158245541452284,-2.7476067437108584,0.010866604887699043,-0.022841002984285944,-0.3048234660285552,0.006329469515391009
155,-0.24965173340237756,-0.18171702923348534,-2.7477124445658445,0.0099264044452624,-0.020635166998620617,-0.3077611134630424,0.005090816618552908
156,-0.248393186377543,-0.1779092094499125,-2.7490155130744665,0.00904750563629836,-0.017235154905639125,-0.31118106698156706,0.003793428989454821
157,-0.24831213757292395,-0.17425628242120367,-2.7516764192447694,0.008219376535086944,-0.01491991777986369,-0.31453950550735144,0.0026392090363364868
158,-0.24820444610599035,-0.17267383757451885,-2.7535313769283083,0.007168805840792166,-0.013256726651743355,-0.31788052444181014,0.0013230273590882583
159,-0.24823338199487663,-0.17268133554037257,-2.753591620932997,0.004755981868203342,-0.011793314691682426,-0.3219996726475139,0.0
160,-0.2476563058800436,-0.170796903009088,-2.755939493089071,-0.0021816205065318716,-0.009436354558478266,-0.33012947722048264,0.0002894029728364796
161,-0.24745334500517283,-0.16956662516723847,-2.7569442083840134,-0.00591844623166827,-0.008669583935172668,-0.33443200087503105,0.0
162,-0.24943885361781662,-0.16485416782897455,-2.7567034335065976,-0.009439618140148844,-0.006775605769332037,-0.33937797945734083,0.0005661114284933429
163,-0.255261368243946,-0.15997725070289112,-2.7561544034246332,-0.013947578406466342,-0.004666996175511796,-0.3436566883770801,0.00013435743140601284
164,-0.25833888055411947,-0.1586494916330046,-2.7551231238335223,-0.022266298834258666,-0.0022870237413237615,-0.35013084042579606,5.233120791969237e-05
165,-0.25833888055411947,-0.1586494916330046,-2.7551231238335223,-0.022266298834258666,-0.0022870237413237615,-0.35013084042579606,5.233120791969237e-05
166,-0.2641932021097069,-0.15553769195146094,-2.7520636584014926,-0.03633913264799355,0.006610045275530198,-0.362916569352712,0.0
167,-0.26558040560430246,-0.15254587699278693,-2.748070454952442,-0.04083960557907372,0.011966422071528334,-0.36731719116972666,5.417006252578146e-06
168,-0.268339533367339,-0.14173158912172404,-2.7325807231488644,-0.04571328246840755,0.02055308946662682,-0.3754147474591474,2.079770111209517e-05
169,-0.26817691078655026,-0.14171831017426728,-2.732484015034509,-0.049131862864759214,0.025105813079362545,-0.3782469204623097,5.643769786257e-05
170,-0.2877278676895381,-0.1217249628086641,-2.7139224821832224,-0.06015937416486492,0.03831409062629533,-0.39050322318078234,0.0009262202546080114
171,-0.2877862917354029,-0.12169736678111229,-2.71402596767559,-0.06126417808919376,0.03925923557882434,-0.39376135880230684,0.00031334101976694727
172,-0.30097817764021806,-0.11841041182512954,-2.712087162304326,-0.06818854930843783,0.0412735623222632,-0.402861097511796,0.0010595950770777832
173,-0.3069867452226123,-0.11830402895874413,-2.7119722333269634,-0.07164222617809961,0.041627607473820216,-0.40652900370880224,0.000424841251331428
174,-0.3178017791334431,-0.11839091590640911,-2.715543225955818,-0.07671278771747016,0.042368748649756795,-0.40827700403749645,6.549371368078492e-06
175,-0.32250581784991966,-0.12301382046292862,-2.720782377829909,-0.08058596513712904,0.0413082977935492,-0.4078954928026243,1.1360939430811272e-05
176,-0.32250179685873115,-0.1229828019829657,-2.720780068565351,-0.0841056365851327,0.04328534081179691,-0.410538422255179,0.0
177,-0.3226237702324015,-0.1275425379658318,-2.7234092246540484,-0.08424497905500045,0.041674795502588506,-0.4099017681976901,0.00014210077548192077
178,-0.32063287616577496,-0.1395073149839858,-2.7301653349565904,-0.09269650808864513,0.04184928342324814,-0.4196573326448343,0.00015314860488837732
179,-0.31880447572940934,-0.14506514093713935,-2.7328499708367944,-0.09645225644016785,0.04159978705887321,-0.4240248859191168,3.130459421648946e-05
180,-0.3143697954497283,-0.1534282326685575,-2.734645294375299,-0.10001702853850063,0.04058158881235674,-0.4292249121822528,0.0005426035505835247
181,-0.3142965441736077,-0.1534544640037448,-2.7345718219729065,-0.10489952382143984,0.04265226371087498,-0.4344285659962248,7.810318789280095e-05
182,-0.31052711663505683,-0.15861564863918215,-2.735360801867175,-0.10881919745626914,0.043112033545571575,-0.43866116649285236,1.3130247072935128e-05
183,-0.3082447994341432,-0.16139761056081778,-2.735201882467571,-0.11328354112287166,0.04446568048967868,-0.4424128810196187,5.042578292774014e-05
184,-0.3006401530852998,-0.16807346690629105,-2.731625859643133,-0.11631734576057888,0.044890827522996855,-0.4466163016184453,0.00139348417009938
185,-0.3005447623607131,-0.16803558568638302,-2.731489274972436,-0.1268971407734384,0.04941727936662392,-0.45180519011343595,0.0
186,-0.2948077405461698,-0.1718444821736872,-2.7275332301771975,-0.13121724912186028,0.050688117619559214,-0.4553596755501327,0.0006155396810706517
187,-0.2798608626283654,-0.17879876728662064,-2.716865642548709,-0.13356316527544607,0.05171812534254542,-0.4606462103584282,0.004239819943556407
188,-0.26705861866007435,-0.18003200899717137,-2.704982672191434,-0.1418641387304707,0.05744148547343871,-0.46755275878705876,0.003059257739246184
189,-0.26705861866007435,-0.18003200899717137,-2.704982672191434,-0.1418641387304707,0.05744148547343871,-0.46755275878705876,0.003059257739246184
190,-0.2619242641446237,-0.17874659091979456,-2.7003316460006364,-0.15316992697306103,0.06361038755679077,-0.471974958792121,0.0
191,-0.25329968969404537,-0.1751342617761058,-2.696869878923336,-0.15090650068875214,0.06520863446225386,-0.4720498077948489,0.0018179868186534605
192,-0.24954539602811576,-0.17410395062327907,-2.6978162114167854,-0.1717890219462224,0.07406770310819721,-0.4779084945851228,0.0
193,-0.24954539602811576,-0.17410395062327907,-2.6978162114167854,-0.1717890219462224,0.07406770310819721,-0.4779084945851228,0.0
194,-0.2416963479741019,-0.1736671194012307,-2.7033790298796037,-0.18617891685894417,0.08055618447957105,-0.47963898603209987,0.0
195,-0.23166784997607212,-0.17439560878748997,-2.7055257491722253,-0.19168062658145396,0.0838807717738486,-0.47969716085413083,0.0004208551433005917
196,-0.22808566712036538,-0.1742688628231485,-2.7020457710561656,-0.19867335845079806,0.08802478347166877,-0.48162465739930005,0.0
